113.14	-0.851652
110.93	-0.604948
111.335	0.619281
114.546	0.54999
111.962	-0.960273
112.381	-0.608865
112.018	-0.305682
112.866	-0.231342
112.247	0.315283
111.848	0.719917
112.984	0.42073
112.087	0.105924
114.488	0.00340215
114.227	0.851182
112.954	-0.464649
112.384	0.0821081
111.235	-0.65819
114.939	-0.658835
114.639	0.653438
110.773	-0.503105
114.061	-0.859812
111.323	-0.171317
111.22	0.74923
111.587	-0.205786
110.455	0.495775
113.771	0.354485
110.156	0.20709
112.528	-0.797343
113.549	0.578345
112.562	-0.471728
111.326	0.230175
111.415	-0.75546
113.29	0.182108
110.46	-0.787471
111.072	-0.319888
113.973	-0.207164
111.484	0.999894
112.311	0.155392
111.402	-0.112305
112.652	0.0563292
112.712	-0.301745
110.828	-0.786096
112.72	0.267175
113.706	0.219519
113.229	0.33504
112.099	0.798055
111.719	-0.335814
113.272	-0.947451
114.497	-0.248245
112.641	0.373471
110.035	-0.70269
112.502	0.156641
111.885	0.116476
111.419	0.350156
114.677	-0.94643
110.351	-0.226381
114.268	0.979787
110.322	-0.66302
113.644	0.975491
111.683	0.774361
110.222	-0.58265
112.472	0.505637
110.123	-0.851376
112.723	0.231064
111.483	0.381073
114.575	-0.929411
113.05	0.830529
113.378	-0.754414
112.529	-0.864686
111.272	-0.956455
110.376	0.870047
114.989	-0.310159
112.796	-0.0316526
113.986	0.374236
111.739	0.423549
111.813	0.205662
110.399	-0.362331
113.616	-0.46297
111.44	-0.963886
114.992	0.0685896
114.788	-0.59544
112.975	0.459267
112.144	-0.0512908
113.815	-0.933327
115	-0.139627
110.859	0.690721
113.988	0.341305
110.585	0.47064
111.23	-0.119661
110.473	-0.265213
110.585	-0.362127
113.006	-0.306614
114.588	0.527864
112.576	0.659625
111.449	0.996424
111.208	-0.632074
110.864	-0.0541225
113.408	0.704901
112.801	-0.107397
113.22	0.501291
110.852	-0.718022
112.097	-0.745885
112.998	0.648092
111.339	0.942525
110.849	0.371807
111.067	-0.574759
111.181	0.657053
110.152	0.910608
111.869	-0.619181
110.622	-0.535822
110.249	-0.654189
111.054	-0.332648
111.905	-0.560373
112.467	-0.0522976
112.123	0.835412
111.908	0.0726706
112.038	0.9936
111.953	-0.9377
111.824	0.271136
113.243	-0.795563
110.198	0.664444
110.495	-0.466882
114.356	0.0437377
113.881	0.134728
111.185	0.826091
110.469	0.574102
111.993	0.62312
111.241	0.75835
113.097	-0.856428
113.191	0.579092
110.532	-0.943664
111.729	-0.80107
110.243	0.759381
113.879	0.101546
111.036	-0.297472
110.526	0.423536
114.566	-0.692101
110.811	0.901476
111.005	0.787543
113.963	0.606765
112.739	-0.451283
114.662	0.0891915
114.306	-0.107179
112.048	-0.405861
113.1	-0.0693981
114.441	-0.752751
110.152	0.0840104
113.618	-0.847196
112.357	0.52745
112.346	0.299707
112.722	-0.947363
110.917	0.397524
113.844	-0.430271
111.477	-0.179212
112.067	0.337665
110.026	0.107002
112.2	0.560801
114.845	0.59732
112.79	-0.259891
112.053	-0.0205956
110.561	-0.183515
111.581	0.312974
113.544	-0.403713
112.399	0.665741
112.692	0.0795478
112.743	0.538242
112.209	-0.790243
110.144	-0.267498
113.646	0.801917
114.965	0.939181
110.279	0.898101
111.324	-0.759318
112.886	-0.788493
112.901	-0.724706
110.129	0.177638
110.976	0.585397
110.521	-0.264131
110.017	-0.411631
114.947	0.114569
111.02	-0.655505
111.445	0.284536
111.137	-0.656555
